,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3065,8454306.0,https://www.airbnb.com/rooms/8454306,20250300000000.0,15/03/25,city scrape,Ro house - A 6KM DA SAN PIETRO,"A 20-minute bus ride from San Pietro a delightful mini apartment surrounded by greenery and equipped with every comfort, cozy and functional with private kitchen and bathroom, accommodates up to 2 people. <br />20mins bus from San Pietro.","Residential neighborhood, quiet, quiet and surrounded by greenery but a few kilometers from the center of Rome equipped with all the main services such as supermarket, bar, tobacconist, etc.<br />Residential area , quiet and surrounded by nature, a few kilometers from the center of Rome and with all the main services such as supermarket , bar , tobacconist, bus and subway station etc .",https://a0.muscache.com/pictures/111178780/9bf21a90_original.jpg,28095035,https://www.airbnb.com/users/show/28095035,Raffaele,2015-02-21,"Rome, Italy",,within a day,100%,47%,f,https://a0.muscache.com/im/users/28095035/profile_pic/1428869927/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28095035/profile_pic/1428869927/original.jpg?aki_policy=profile_x_medium,,3.0,3.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",XII Monte Verde,,41.87079,12.4063,Entire townhouse,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Hangers"", ""Wifi"", ""Hair dryer"", ""TV"", ""Pets allowed"", ""Iron"", ""Shampoo"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Essentials"", ""Private entrance"", ""Washer""]",$60.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,30,60,90,90,15/03/25,4,0,0,90,0,0,0.0,12/11/15,24/04/17,4.75,4.75,5.0,4.75,5.0,4.25,4.5,,f,1,1,0,0,0.04
3068,8460877.0,https://www.airbnb.com/rooms/8460877,20250300000000.0,06/03/25,city scrape,Enjoy Rome from the heart of the Dolce Vita,"A cozy 100 square meter apartment in the heart of Rome, walking distance to lovely restaurants, the park of Villa Borghese and the astonishing Spanish steps.",,https://a0.muscache.com/pictures/ce84c735-7178-44d6-bea7-74acead46c67.jpg,39146007,https://www.airbnb.com/users/show/39146007,Marco,2015-07-21,"Rome, Italy",,within a day,100%,100%,f,https://a0.muscache.com/im/users/39146007/profile_pic/1437498532/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/39146007/profile_pic/1437498532/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,,II Parioli/Nomentano,,41.90981,12.49032,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,4.0,"[""Dedicated workspace"", ""Bidet"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Mosquito net"", ""Fire extinguisher"", ""Refrigerator"", ""Coffee"", ""Ethernet connection"", ""Dining table"", ""Crib - available upon request"", ""Self check-in"", ""Clothing storage: closet and dresser"", ""TV"", ""Private entrance"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Free street parking"", ""Oven"", ""Babysitter recommendations"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Pets allowed"", ""Hot water"", ""Bluetooth sound system"", ""Body soap"", ""Heating"", ""Carbon monoxide alarm"", ""Gas stove"", ""Smoking allowed"", ""Wine glasses"", ""Dishes and silverware"", ""Elevator"", ""Smart lock"", ""Bed linens"", ""Shower gel"", ""Conditioner"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""Shampoo"", ""Essentials"", ""AC - split type ductless system"", ""Cooking basics"", ""Books and reading material"", ""Freezer"", ""Paid street parking off premises"", ""Room-darkening shades"", ""Kitchen"", ""Safe""]",$159.00,2,90,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,13,19,29,244,06/03/25,101,29,0,180,30,174,27666.0,06/11/21,03/11/24,4.71,4.74,4.54,4.83,4.86,4.91,4.65,IT058091B4S6VM2LUJ,f,1,1,0,0,2.49
3084,8472198.0,https://www.airbnb.com/rooms/8472198,20250300000000.0,07/03/25,city scrape,TERESA HOME,"The ideal for you . In the palace , a few steps from the Spanish Steps , the room for double use with bath inside and closet . You will enjoy the maximum silence because it is inside the house and enjoy the exhibition on the prestigious courtyard","In the historic center .<br />The main places and monuments of the city , Paizza del Popolo , Trevi Fountain , Pantheon , St. Peter's , the Vatican Museums etc . , Are easily accessible on foot or by public transport or by subway .",https://a0.muscache.com/pictures/miso/Hosting-8472198/original/a7ef8b72-e427-4619-b85e-7ed830a66a5b.jpeg,13308688,https://www.airbnb.com/users/show/13308688,Teresa,2014-03-19,"Rome, Italy","sono una persona solare ed amo ospitare le persone alle quali cerco sempre di dare il meglio

I am a person and I love solar accommodate the people to whom I always try to give the best",within a day,88%,94%,t,https://a0.muscache.com/im/pictures/user/2db2dd76-c5b9-451d-bf9b-f3595940a5bc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2db2dd76-c5b9-451d-bf9b-f3595940a5bc.jpg?aki_policy=profile_x_medium,Campo Marzo,2.0,2.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",I Centro Storico,,41.90738,12.48044,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,"[""Paid parking off premises"", ""Dedicated workspace"", ""Private entrance"", ""Hangers"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Extra pillows and blankets"", ""Heating"", ""Host greets you"", ""TV with standard cable"", ""Pocket wifi"", ""Hot water"", ""Hair dryer""]",$144.00,3,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,,t,19,49,73,348,07/03/25,56,13,0,283,13,78,11232.0,02/10/18,10/11/24,4.89,4.91,4.93,4.93,4.89,5.0,4.79,IT058091C2T6ILIB68,f,2,0,2,0,0.72
3129,8912316.0,https://www.airbnb.com/rooms/8912316,20250300000000.0,10/03/25,city scrape,FLAMINIO HEART HOUSE,"a delightful, comfortable and comfortable house in the heart of the Flaminio, in the immediate vicinity of the Foro Italico, the Auditorium, the Olympic Stadium, and with only 15 on foot you can reach Piazza del Popolo and St. Peter's Basilica.",a neighborhood well connected with the bus terminal areas at Piazza Mancini METRO A 10 minutes away,https://a0.muscache.com/pictures/1f27faa9-2836-4a6b-b508-8d3aa99f6023.jpg,536398,https://www.airbnb.com/users/show/536398,Antonella,2011-04-26,"Rome, Italy",,within a day,100%,33%,f,https://a0.muscache.com/im/users/536398/profile_pic/1303826644/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/536398/profile_pic/1303826644/original.jpg?aki_policy=profile_x_medium,Flaminio,3.0,7.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",II Parioli/Nomentano,,41.92917,12.46303,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""TV"", ""Iron"", ""Hangers"", ""Wifi"", ""Essentials"", ""Smoking allowed"", ""Elevator"", ""Free street parking"", ""Heating"", ""Air conditioning"", ""Paid parking on premises"", ""Long term stays allowed"", ""Host greets you"", ""Washer"", ""Luggage dropoff allowed"", ""Kitchen"", ""Hot water"", ""Hair dryer""]",$81.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,0,14,24,28,10/03/25,4,0,0,28,0,0,0.0,15/09/16,10/09/18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,2,0,0,0.04
3154,8970494.0,https://www.airbnb.com/rooms/8970494,20250300000000.0,15/03/25,city scrape,Villa Caetana at Appia Antica,"Nestled in the beautiful Appia Antica, just 10 minutes from the Colosseum, Villa Caetana is an oasis of peace and elegance that will make your stay unique in Rome.","The villa is located in the world famous Appian Way Archeological Park, one of the most exclusive residential area of Rome. <br />Sightseeing tours on foot, bicycle and horseback can be arranged to discover the historical beauties of one of the earliest and most important Roman roads of the ancient Republic. <br />You can reach the city centre with a 10 minutes drive by car, where you can find any kind of services. Within minutes of walk from the villa you can find characteristic restaurants and grocery stores.",https://a0.muscache.com/pictures/136b429b-7802-4643-8ba1-37a3ee7847df.jpg,7112800,https://www.airbnb.com/users/show/7112800,Isabella,2013-06-25,"Rome, Italy",Hello! We are an Italian family that loves to welcome guests  and make them feel at home in our properties. ,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/c0135e20-a5f1-4216-a3ea-06649a5820b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c0135e20-a5f1-4216-a3ea-06649a5820b8.jpg?aki_policy=profile_x_medium,Earls Court,2.0,4.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",VIII Appia Antica,,41.84952,12.52979,Entire villa,Entire home/apt,10,5.0,5 baths,5.0,13.0,"[""Outdoor dining area"", ""Air conditioning"", ""Hair dryer"", ""Outdoor kitchen"", ""Outdoor furniture"", ""Private pool"", ""TV with standard cable"", ""First aid kit"", ""Kitchen"", ""Heating"", ""Hangers"", ""Children\u2019s dinnerware"", ""BBQ grill"", ""Hot water"", ""Fire extinguisher"", ""Iron"", ""City skyline view"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Host greets you"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Shampoo"", ""Breakfast"", ""Wifi"", ""Fire pit"", ""Indoor fireplace"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Washer""]",$964.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,23,53,83,358,15/03/25,3,0,0,285,0,0,0.0,31/10/15,08/07/19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.03
3176,8559427.0,https://www.airbnb.com/rooms/8559427,20250300000000.0,15/03/25,city scrape,Vatican Rooms,"B&B  mura vaticane (bus stop in front of the house for Vatican museums and city center). Availability 1 double bedroom (sleeps 2, possible addition of crib ) private bathroom.",Aurelio.,https://a0.muscache.com/pictures/108742759/e09359ab_original.jpg,45050619,https://www.airbnb.com/users/show/45050619,Lucia,2015-09-25,"Rome, Italy",Accogliente. Paziente. Molto disponibile con gli ospiti. ,within a day,70%,90%,t,https://a0.muscache.com/im/pictures/user/9c21d0ac-8298-4d70-b68b-b8d4b2f55cd5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9c21d0ac-8298-4d70-b68b-b8d4b2f55cd5.jpg?aki_policy=profile_x_medium,Aurelio,1.0,1.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",XIII Aurelia,,41.89857,12.44249,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Hangers"", ""Wifi"", ""Elevator"", ""Hair dryer"", ""Hot water"", ""TV"", ""Ceiling fan"", ""Heating"", ""Host greets you"", ""Essentials"", ""Breakfast"", ""Bidet""]",$47.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,5,8,19,222,15/03/25,323,63,3,149,65,255,11985.0,04/10/15,25/02/25,4.73,4.8,4.89,4.77,4.64,4.58,4.77,,f,1,0,1,0,2.81
3193,8588354.0,https://www.airbnb.com/rooms/8588354,20250300000000.0,05/03/25,city scrape,ROME COTTAGE  PRIVATE POOL&TREEHUT,"TESTA' S COTTAGE OF ROME Villa chalet cottage  with private  (your exclusive use !) large swim. pool AND  TREE PLATFORM 30 minutes drive from Rome .Train going  to Vatican ,  Sistine Chapel and Metro to Colosseum  ( at 800 mt) Golf  Olgiata 4 km.","Guesthouse in Rome with exclusive use of swimming pool , 5 places <br />FIND US ON TRIPADVISOR : TESTA'S COTTAGE OF ROME if your are looking for a private and healthy environment not too far from the hectic city of Rome, where one day you can relax in the sun and in the pool and another day you can explore the beauties of the eternal city just a train ride away from our cottage! Visit the Vatican Museums in the morning and relax in YOUR  PRIVATE swimming pool in the afternoon without having to take your car. An urban train leaves from Cesano to the Vatican city.",https://a0.muscache.com/pictures/109102278/155d2b2a_original.jpg,45198265,https://www.airbnb.com/users/show/45198265,Stefano,2015-09-27,"Rome, Italy","Stefano ed Emanuela 
Emanuela è interprete Cerchiamo sempre di accogliere personalmente gli ospiti e di fornire supporto anche per i luoghi da visitare a Roma e in Sardegna",within a day,88%,0%,f,https://a0.muscache.com/im/pictures/user/eb6206a1-6483-428a-a7c6-0c0300ff9c9a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eb6206a1-6483-428a-a7c6-0c0300ff9c9a.jpg?aki_policy=profile_x_medium,,3.0,3.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",XV Cassia/Flaminia,,42.06458,12.3455,Entire villa,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Dedicated workspace"", ""Hammock"", ""Washer"", ""Wifi"", ""Host greets you"", ""Fire pit"", ""Pets allowed"", ""Smoking allowed"", ""Heating"", ""Dishes and silverware"", ""Outdoor furniture"", ""Air conditioning"", ""Indoor fireplace"", ""TV with standard cable"", ""Cooking basics"", ""BBQ grill"", ""Free parking on premises"", ""Outdoor dining area"", ""Private pool"", ""Kitchen""]",$140.00,31,120,31.0,31.0,120.0,120.0,31.0,120.0,,t,23,53,83,337,05/03/25,5,0,0,274,0,0,0.0,27/07/19,08/06/23,4.8,5.0,4.0,5.0,5.0,5.0,4.6,,f,1,1,0,0,0.07
3224,9356395.0,https://www.airbnb.com/rooms/9356395,20250300000000.0,15/03/25,city scrape,BIG ANDBEAUTIFUL ROOM IN TRASTEVERE,"Lovely and big room located in a modern apartment  in Trastevere neighborhood: the most picturesque and vibrant zone in the historical center of Rome, made of charming alleys full of history, entreatmens, locals and travelers.","Trastevere is certainly the most beautiful and charming neighborhood in the historical center of Rome, point of meeting of locals and travelers and a ""must"" for anyone visiting the city! Get lost in the maze of its beautiful paved alleys and its hidden squares  is a unique experience at all hours of the day: both with the sun, when the little shops, ateliers, the market and the delis color the neighborhood, and in the evening, when numerous cafes, clubs, cinemas and theaters are full of people.",https://a0.muscache.com/pictures/fa30e2c5-b097-445d-9ca1-a94435a86b6c.jpg,7352098,https://www.airbnb.com/users/show/7352098,Claudia,2013-08-07,"Rome, Italy",,within a day,100%,93%,f,https://a0.muscache.com/im/pictures/user/f3fdbb72-e070-4064-8d38-22d074980a2b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3fdbb72-e070-4064-8d38-22d074980a2b.jpg?aki_policy=profile_x_medium,Trastevere,2.0,7.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",I Centro Storico,,41.88461,12.47038,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer"", ""Elevator"", ""Smoking allowed"", ""Hot water"", ""TV"", ""Paid parking on premises"", ""Iron"", ""Free street parking"", ""Heating"", ""Essentials"", ""Lock on bedroom door""]",$60.00,31,120,31.0,31.0,120.0,120.0,31.0,120.0,,t,29,59,89,89,15/03/25,71,2,0,89,2,124,7440.0,01/12/15,12/10/24,4.46,4.69,4.46,4.87,4.75,4.74,4.46,,f,2,0,2,0,0.63
3245,9163409.0,https://www.airbnb.com/rooms/9163409,20250300000000.0,06/03/25,city scrape,loft bellissimo e centalissimo,"The Loft (90 square meters) is connected by metro C, it is in the characteristic neighborhood the Pigneto, center of nightlife. It is structured with loft, very creative and colorful, equipped with everything. A short walk to the cinema, bars with live music and restaurants. It is recommended for young people from 18 to 35 years old who love to attend interesting places for young people. Inside you can use WiFi","We are in the center of the Pigneto... The area is equipped with many services, restaurants, bars, cinemas, etc...",https://a0.muscache.com/pictures/6b860c4f-ffc2-4d03-96c8-59d4a4341b73.jpg,45368285,https://www.airbnb.com/users/show/45368285,Stella,2015-09-29,"Rome, Italy","Amo il cinema, il teatro, il cinema, la pittura, la danza, la musica classica e jaz
Amo la cucina etnica",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/4960d3b3-ffa5-424c-b8c9-8413f4a519af.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4960d3b3-ffa5-424c-b8c9-8413f4a519af.jpg?aki_policy=profile_x_medium,Pigneto,2.0,2.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",V Prenestino/Centocelle,,41.88822,12.52729,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Dedicated workspace"", ""Bidet"", ""Iron"", ""Fire extinguisher"", ""Hangers"", ""Mosquito net"", ""Refrigerator"", ""Paid parking garage off premises"", ""Coffee"", ""Dining table"", ""Washer"", ""Self check-in"", ""Portable fans"", ""Clothing storage: closet and dresser"", ""Microwave"", ""TV"", ""Paid parking garage on premises"", ""Coffee maker: espresso machine"", ""Wifi"", ""Breakfast"", ""Oven"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Blender"", ""Luggage dropoff allowed"", ""Hot water"", ""Body soap"", ""Gas stove"", ""Heating"", ""Smoking allowed"", ""Single level home"", ""Wine glasses"", ""Dishes and silverware"", ""First aid kit"", ""Cleaning available during stay"", ""Bed linens"", ""Backyard"", ""Lockbox"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Books and reading material"", ""Extra pillows and blankets"", ""Bathtub"", ""Room-darkening shades"", ""Kitchen""]",$68.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,0,2,4,279,06/03/25,68,5,0,215,6,255,17340.0,30/03/16,15/06/24,4.51,4.62,4.38,4.62,4.76,4.53,4.51,,t,1,1,0,0,0.63
3251,9398332.0,https://www.airbnb.com/rooms/9398332,20250300000000.0,06/03/25,city scrape,apARTment - cozy home at few steps from Metro A,"Thinking about Rome and looking for a place to feel at home? Maybe here is what you are looking for!<br />This house holds many memories of when I was an architecture student. Sometimes, despite the metro under the house, I went to university on foot, through the San Giovanni neighborhood, the historic center and Villa Borghese. It was worth it even if I had to leave 40 minutes early!<br />The neighborhood offers numerous services, shops, markets, pizzerias and restaurants, some of the best in the city!","The neighborhood is one of the best place where you can get to know and love a non-touristic Rome, bordering on the Appia Antica Park, where many peoples play sports and where you can walks among the ruins of ancient aqueducts and Roman villas, even in the mild winter days that Rome offers!). The Via Appia Nuova is one of the most important shopping streets, with cinemas, restaurants and traditional pizzerias and is very well connected to the main tourist attractions, by metro (line A), trams and buses.",https://a0.muscache.com/pictures/a2488699-6146-4287-b951-34ceb52471c4.jpg,48743608,https://www.airbnb.com/users/show/48743608,Maria Luisa,2015-11-11,"Rome, Italy",,within a day,80%,100%,t,https://a0.muscache.com/im/pictures/user/eeb5337a-645e-46f6-a916-e91c794007cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eeb5337a-645e-46f6-a916-e91c794007cb.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,,41.87503,12.52329,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bidet"", ""Iron"", ""Fire extinguisher"", ""Hangers"", ""Refrigerator"", ""Coffee"", ""Ethernet connection"", ""HDTV"", ""Dining table"", ""Crib - available upon request"", ""Portable fans"", ""Clothing storage: closet and dresser"", ""Laundromat nearby"", ""Paid parking garage on premises"", ""Wifi"", ""Coffee maker"", ""Free street parking"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Hot water"", ""Heating"", ""Carbon monoxide alarm"", ""Whirlpool induction stove"", ""Single level home"", ""Dishes and silverware"", ""Elevator"", ""First aid kit"", ""Bed linens"", ""Hair dryer"", ""Baking sheet"", ""Cooking basics"", ""AC - split type ductless system"", ""Freezer"", ""Books and reading material"", ""Paid street parking off premises"", ""Kitchen""]",$81.00,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,0,1,35,06/03/25,233,21,0,35,21,126,10206.0,17/08/16,04/01/25,4.88,4.9,4.92,4.94,4.93,4.81,4.85,IT058091C2JH8QEJL4,f,1,1,0,0,2.24
3252,9398939.0,https://www.airbnb.com/rooms/9398939,20250300000000.0,10/03/25,city scrape,"Roma, indipendent entrance apartment monolocale","Rome SouthArcheologic area, 5 km Ciampino Airport. Studio apartment independent entrance, bathroom c shower.1 double bed + single bed, closet, hot AC, TV42 "", 100Mega WiFi, washing machine,washing machine, safe, ironing board, ironing board, kitchenette, large fridge,table, 4 chairs, motorbike yard. 7 km from the Colosseum, served by 4 bus lines;10 minutes from Metro A and 15 from the B.Trenino metro, direct without stops from the Termini Station for the Capannelle Station 15 minutes walk from the house.","It is one of the few archaeological districts of Gentlemanly and Residential Rome with all kinds of amenities, surrounded by three large Parks: Appia Antica Park, Claudio Aqueduct Park and Santa Acqua Golf Park",https://a0.muscache.com/pictures/b2619f28-933d-4fc9-9828-9cce6527600d.jpg,48746296,https://www.airbnb.com/users/show/48746296,Stefano,2015-11-11,"Rome, Italy","English, Italian and few Spanish, Stefano or his assistant will meet you in front of the House. He shall suggest you where you are and what you can do during the day. He is a Chef and can suggest you the best places for good food in Rome and around Rome.  ",within a day,89%,0%,f,https://a0.muscache.com/im/pictures/user/d9cb23e4-229f-4446-98d2-fa0d0e4e3283.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d9cb23e4-229f-4446-98d2-fa0d0e4e3283.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,,41.83503,12.559,Entire home,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""TV"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Essentials"", ""Wifi"", ""Free street parking"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Hair dryer""]",$40.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,0,0,0,0,10/03/25,31,0,0,0,0,0,0.0,03/01/16,28/01/18,4.48,4.42,4.74,4.94,4.9,4.55,4.39,,f,1,1,0,0,0.28
3292,9288007.0,https://www.airbnb.com/rooms/9288007,20250300000000.0,12/03/25,city scrape,Tommaso's House,"The apartment is located at the 5th floor with lift and consists of a little bedroom with two single beds (or one double bed), living room with sofa-bed, full kitchen, bathroom and a small terrace with veranda. This is my apartment where I live sometimes.",Termini Station Gallery nearby with many good quality shops and Supermarket open at 05:30 until 23:30.,https://a0.muscache.com/pictures/miso/Hosting-9288007/original/02748e3c-d4ab-47f8-9fc5-865e088f1f87.jpeg,24707648,https://www.airbnb.com/users/show/24707648,Tommaso,2014-10-12,"Rome, Italy","I like to travel and find little known places, enjoy the kitchen, ride on bikes. I collect and build toys. Exchange experiences and dialogue with guests.
J'aime voyager et découvrir des endroits méconnus, aimer cuisiner, voyager à vélo. Je collectionne et fabrique des jouets. Échange d'expériences et dialogue avec les invités
Mi piace viaggiare e scoprire luoghi poco noti, gustare la cucina, spostarmi in bicicletta. Colleziono e costruisco giocattoli. Scambiare esperienze e dialogare con gli ospiti ",within a day,100%,88%,t,https://a0.muscache.com/im/pictures/user/d293bdf8-a045-45f7-8fad-03353a2da16f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d293bdf8-a045-45f7-8fad-03353a2da16f.jpg?aki_policy=profile_x_medium,Castro Pretorio,1.0,1.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",I Centro Storico,,41.902588,12.505391,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Paid parking off premises"", ""Dedicated workspace"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Refrigerator"", ""Bikes"", ""Coffee"", ""Clothing storage"", ""Dining table"", ""Portable fans"", ""Microwave"", ""Children\u2019s books and toys"", ""Laundromat nearby"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Breakfast"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Host greets you"", ""Cleaning products"", ""Pocket wifi"", ""Luggage dropoff allowed"", ""Hot water"", ""Body soap"", ""Heating"", ""Carbon monoxide alarm"", ""Single level home"", ""Dishes and silverware"", ""Elevator"", ""First aid kit"", ""Cleaning available during stay"", ""Bed linens"", ""Conditioner"", ""Hair dryer"", ""Private patio or balcony"", ""Shampoo"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Books and reading material"", ""Kitchen""]",$147.00,3,20,2.0,3.0,20.0,20.0,3.0,20.0,,t,27,33,50,150,12/03/25,187,25,1,146,25,150,22050.0,02/01/16,06/03/25,4.87,4.89,4.77,4.97,4.98,4.87,4.78,IT058091C2O7UKY29W,f,1,1,0,0,1.67
3378,9786019.0,https://www.airbnb.com/rooms/9786019,20250300000000.0,06/03/25,city scrape,cozy apartment near hospital gemelli / San Peter,"In  few minutes walk metro A. Near Gemelli Hospital, IDI Hospital; well connected with Fiumicino and Ciampino airport and Termini Station.Area equipped cinemas shops and restaurants",A few minutes walk ... Battistini metro station and taxi rank!<br /><br />With a single bus you can reach the historic center!,https://a0.muscache.com/pictures/6cb7977c-5bd1-43b6-9d1d-4bcdb10ada9a.jpg,50443026,https://www.airbnb.com/users/show/50443026,Aurearoma Zona Battistini/Gemelli,2015-03-12,"Rome, Italy",,within a day,100%,88%,f,https://a0.muscache.com/im/pictures/user/cee264ae-cf14-4ecb-ab21-df4e26998bd5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cee264ae-cf14-4ecb-ab21-df4e26998bd5.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",XIII Aurelia,,41.91163,12.41943,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Dedicated workspace"", ""Iron"", ""Fire extinguisher"", ""Hangers"", ""Refrigerator"", ""HDTV"", ""Dining table"", ""Clothing storage: closet and dresser"", ""Microwave"", ""Wifi"", ""Coffee maker"", ""Free street parking"", ""Host greets you"", ""Long term stays allowed"", ""Stove"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Hot water"", ""Heating"", ""Single level home"", ""Dishes and silverware"", ""First aid kit"", ""Bed linens"", ""Shower gel"", ""Backyard"", ""Hair dryer"", ""Private patio or balcony"", ""Shampoo"", ""Essentials"", ""AC - split type ductless system"", ""Cooking basics"", ""Extra pillows and blankets"", ""Kitchen""]",$78.00,3,90,3.0,3.0,90.0,90.0,3.0,90.0,,t,0,0,2,277,06/03/25,38,6,0,213,6,36,2808.0,24/10/16,07/01/25,4.68,4.71,4.66,4.89,4.89,4.32,4.58,IT058091C2NZ31FKWJ,f,1,1,0,0,0.37
